"Couldn't save, please check the data you have entered","לא ניתן היה לשמור, אנא בדוק את הנתונים שהזנת",
Count,לספור,
Count Customizations,ספירת התאמות אישיות,
Count Filter,ספירת מסנן,
Counter,דלפק,
Country,מדינה,
Country Code Required,קוד מדינה נדרש,
Country Name,מדינה שם,
County,מחוז,
Cr,Cr,Number system
Create,צור,
Create & Continue,צור והמשך,
Create Card,צור כרטיס,
Create Chart,צור תרשים,
Create Contacts from Incoming Emails,צור אנשי קשר מדוא&quot;ל נכנס,
Create Duplicate,צור שכפול,
Create Entry,צור כניסה,
Create Letter Head,צור ראש אותיות,
Create Log,צור יומן,
Create New,צור חדש,
Create New DocType,צור DocType חדש,
Create New Kanban Board,צור לוח Kanban חדש,
Create User Email,צור דוא&quot;ל משתמש,
Create a New Format,צור פורמט חדש,
Create a Reminder,צור תזכורת,
Create a new ...,צור חדש...,
Create a new record,צור רשומה חדשה,
Create a new {0},צור חדש {0},
Create a {0} Account,צור חשבון {0},
Create and send emails to a specific group of subscribers periodically.,צור ושלח מיילים לקבוצה מסוימת של מנויים מעת לעת.,
Create or Edit Print Format,צור או ערוך פורמט הדפסה,
Create or Edit Workflow,צור או ערוך זרימת עבודה,
Create your first {0},צור את {0} הראשון שלך,
Create your workflow visually using the Workflow Builder.,צור את זרימת העבודה שלך באופן ויזואלי באמצעות בונה זרימת העבודה.,
Created,נוצר,
Created At,נוצר ב-,
Created By,נוצר על-ידי,
Created Custom Field {0} in {1},שדה מותאם אישית שנוצר {0} ב {1},
Created On,נוצר ב,
Creating {0},יוצר {0},
Criticism,ביקורת,
Criticize,לבקר,
Cron,קרון,
Cron Format,פורמט Cron,
Cron format is required for job types with Cron frequency.,פורמט Cron נדרש עבור סוגי עבודות עם תדירות Cron.,
Crop,יבול,
Ctrl + Down,Ctrl + Down,
Ctrl + Up,Ctrl + Up,
Ctrl+Enter to add comment,Ctrl + Enter כדי להוסיף תגובה,
Currency,מטבע,
Currency Name,שם מטבע,
Currency Precision,דיוק מטבע,
"Currency list stores the currency value, its symbol and fraction unit","רשימת מטבעות מאחסנת את ערך המטבע, הסמל ויחידת השבר שלו",
Current,נוכחי,
Current Job ID,מזהה משרה נוכחית,
Current Value,ערך נוכחי,
Current status,מצב נוכחי,
Currently Viewing,כיום צופה ב,
Currently you have {0} review points,נכון לעכשיו יש לך {0} נקודות ביקורת,
Custom,מותאם אישית,
Custom Base URL,כתובת בסיסית מותאמת אישית,
Custom Block Name,שם בלוק מותאם אישית,
Custom Blocks,בלוקים מותאמים אישית,
Custom CSS,CSS המותאם אישית,
Custom Configuration,תצורה מותאמת אישית,
Custom DocPerm,DocPerm מותאם אישית,
Custom Document Types (Select Permission),סוגי מסמכים מותאמים אישית (בחר הרשאה),
Custom Document Types Limit Exceeded,חריגה ממגבלת סוגי המסמכים המותאמים אישית,
Custom Documents,מסמכים מותאמים אישית,
Custom Field,שדה מותאם אישית,
Custom Field {0} is created by the Administrator and can only be deleted through the Administrator account.,שדה מותאם אישית {0} נוצר על ידי מנהל המערכת וניתן למחוק אותו רק דרך חשבון מנהל המערכת.,
Custom Fields can only be added to a standard DocType.,ניתן להוסיף שדות מותאמים אישית רק ל- DocType רגיל.,
Custom Fields cannot be added to core DocTypes.,לא ניתן להוסיף שדות מותאמים אישית ל- DocTypes הליבה.,
Custom Footer,כותרת תחתונה מותאמת אישית,
Custom Format,פורמט מותאם אישית,
Custom Group Search,חיפוש קבוצתי מותאם אישית,
"Custom Group Search if filled needs to contain the user placeholder {0}, eg uid={0},ou=users,dc=example,dc=com","חיפוש קבוצתי מותאם אישית אם הוא מלא צריך להכיל את מציין המיקום של המשתמש {0}, למשל uid={0},ou=users,dc=example,dc=com",
Custom HTML,המותאם אישית HTML,
Custom HTML Block,בלוק HTML מותאם אישית,
Custom HTML Help,מותאם אישית HTML עזרה,
"Custom LDAP Directoy Selected, please ensure 'LDAP Group Member attribute' and 'Group Object Class' are entered","מדריך LDAP מותאם אישית נבחר, אנא ודא שהזנת &#39;תכונת חבר קבוצת LDAP&#39; ו&#39;מחלקת אובייקט קבוצתי&#39;",
Custom Label,תווית מותאמת אישית,
Custom Menu Items,פריטי תפריט מותאם אישית,
Custom Options,אפשרויות מותאמות אישית,
Custom Overrides,עקיפות מותאמות אישית,
Custom Report,דוח מותאם אישית,
Custom Reports,דוחות מותאמים אישית,
Custom Role,תפקיד מותאם אישית,
Custom SCSS,SCSS מותאם אישית,
Custom Sidebar Menu,תפריט סרגל צדדי מותאם אישית,
Custom field renamed to {0} successfully.,שם השדה המותאם אישית שונה ל-{0} בהצלחה.,
Custom?,מותאם אישית?,
Customization,התאמה אישית,
Customizations Discarded,התאמות אישיות נמחקו,
Customizations Reset,התאמות איפוס,
Customizations for <b>{0}</b> exported to:<br>{1},התאמות אישיות עבור <b>{0}</b> המיוצא אל:<br> {1},
Customize,התאמה אישית של,
Customize Child Table,התאמה אישית של שולחן ילדים,
Customize Dashboard,התאמה אישית של לוח המחוונים,
Customize Form,התאמה אישית של טופס,
Customize Form - {0},התאמה אישית של טופס - {0},
Customize Form Field,התאמה אישית של טופס מולא,
Cut,גזירה,
Cyan,ציאן,
DELETE,למחוק,
DESC,DESC,
DLE,DLE,
DRAFT,טיוטה,
Daily,יומי,
Daily Event Digest is sent for Calendar Events where reminders are set.,מדי יום האירוע Digest נשלח לאירועי לוח שנה שבו תזכורות מוגדרות.,
Daily Events should finish on the Same Day.,האירועים היומיים אמורים להסתיים באותו יום.,
Daily Long,דיילי לונג,
Danger,סכנה,
Dark,כהה,
Dark Color,צבע כהה,
Dark Theme,נושא אפל,
Dashboard,לוח מחוונים,
Dashboard Chart,תרשים לוח המחוונים,
Dashboard Chart Field,שדה תרשים לוח המחוונים,
Dashboard Chart Link,קישור תרשים לוח המחוונים,
Dashboard Chart Source,מקור תרשים לוח המחוונים,
Dashboard Manager,מנהל לוח המחוונים,
Dashboard Name,שם לוח המחוונים,
Dashboard Settings,הגדרות לוח המחוונים,
Dashboard View,תצוגת לוח המחוונים,
Dashboards,לוחות מחוונים,
Data,הנתונים,
Data Clipped,נתונים קוצצים,
Data Export,ייצוא נתונים,
Data Import,ייבוא נתונים,
Data Import Log,יומן ייבוא נתונים,
Data Import Template,נתוני יבוא תבנית,
Data Too Long,נתונים ארוכים מדי,
Data missing in table,הנתונים חסרים בטבלה,
Database,מסד נתונים,
Database Engine,מנוע מסד נתונים,
Database Processes,תהליכי מסד נתונים,
Database Row Size Utilization,ניצול גודל שורה של מסד נתונים,
Database Storage Usage By Tables,שימוש באחסון מסד נתונים לפי טבלאות,
Database Table Row Size Limit,מגבלת גודל שורה של טבלת מסד נתונים,
"Database Table Row Size Utilization: {0}%, this limits number of fields you can add.","שימוש בגודל שורה של טבלת מסד נתונים: {0}%, זה מגביל את מספר השדות שאתה יכול להוסיף.",
Database Version,גרסת מסד הנתונים,
Date,תאריך,
Date Format,פורמט תאריך,
Date Range,טווח תאריכים,
Date and Number Format,פורמט תאריך והמספר,
Date {0} must be in format: {1},התאריך {0} חייב להיות בפורמט: {1},
Dates are often easy to guess.,תאריכים הם לעתים קרובות קל לנחש.,
Datetime,Datetime,
Day,יום,
Day of Week,יום בשבוע,
Days After,ימים לאחר,
Days Before,ימים לפני,
Days Before or After,ימים לפני או אחרי,
Deadlock Occurred,מבוי סתום התרחש,
Dear,יקר,
"Dear System Manager,","מנהל מערכת יקר,",
"Dear User,","משתמש יקר,",
Dear {0},יקר {0},
Debug Log,יומן ניפוי באגים,
Default,ברירת מחדל,
Default Address Template cannot be deleted,תבנית כתובת ברירת מחדל לא ניתן למחוק,
Default Amendment Naming,שמות ברירת המחדל לתיקון,
Default App,אפליקציית ברירת מחדל,
Default Email Template,תבנית ברירת מחדל לדוא&quot;ל,
Default Inbox,תיבת הדואר הנכנס המוגדר כברירת מחדל,
Default Incoming,ברירת מחדל נכנסים,
Default Letter Head,ברירת מחדל מכתב ראש,
Default Naming,מתן שמות ברירת מחדל,
Default Outgoing,יוצא ברירת מחדל,
Default Portal Home,דף הבית של ברירת המחדל של הפורטל,
Default Print Format,פורמט ברירת מחדל להדפסה,
Default Print Language,שפת הדפסה המוגדרת כברירת מחדל,
Default Redirect URI,ברירת מחדל של URI להפניה מחדש,
Default Role at Time of Signup,תפקיד ברירת מחדל בזמן ההרשמה,
Default Sending,ברירת מחדל שליחה,
Default Sending and Inbox,ברירת מחדל שליחה ותיבת הדואר הנכנס,
Default Sort Field,שדה מיון המוגדר כברירת מחדל,
Default Sort Order,סדר מיון ברירת מחדל,
Default Template For Field,תבנית ברירת מחדל לשדה,
Default Theme,נושא ברירת מחדל,
Default User Role,תפקיד משתמש ברירת מחדל,
Default User Type,סוג משתמש ברירת מחדל,
Default Value,ערך ברירת מחדל,
Default View,תצוגת ברירת מחדל,
Default Workspace,סביבת עבודה ברירת מחדל,
Default display currency,מטבע ברירת המחדל לתצוגה,
Default for 'Check' type of field {0} must be either '0' or '1',ברירת המחדל עבור סוג השדה &#39;בדוק&#39; חייב להיות &#39;0&#39; או &#39;1&#39;,
Default value for {0} must be in the list of options.,ערך ברירת המחדל של {0} חייב להיות ברשימת האפשרויות.,
Default {0},ברירת מחדל {0},
"Default: ""Contact Us""","ברירת מחדל: ""צור קשר""",
DefaultValue,ערך ברירת מחדל,
Defaults,ברירות מחדל,
Defaults Updated,ברירות המחדל עודכנו,
Defines actions on states and the next step and allowed roles.,מגדיר פעולות במדינות ואת הצעד הבא ותפקידים מותר.,
Defines workflow states and rules for a document.,מגדיר מדינות זרימת עבודה וכללים למסמך.,
Delayed,מושהה,
Delete,מחק,
Delete Account,מחק חשבון,
Delete All,מחק הכל,
Delete Column,מחק עמודה,Title of confirmation dialog
Delete Data,מחק נתונים,
Delete Kanban Board,מחק את לוח Kanban,
Delete Section,מחק סעיף,Title of confirmation dialog
Delete Tab,מחק כרטיסייה,Title of confirmation dialog
Delete Workspace,מחק סביבת עבודה,
Delete and Generate New,מחק וצור חדש,
Delete column,מחק עמודה,Button text
Delete comment?,למחוק את התגובה?,
Delete entire column with fields,מחק את כל העמודה עם שדות,Button text
Delete entire section with fields,מחק את כל הקטע עם שדות,Button text
Delete entire tab with fields,מחק את כל הכרטיסייה עם שדות,Button text
Delete section,מחק קטע,Button text
Delete tab,מחק כרטיסייה,Button text
Delete this record to allow sending to this email address,למחוק רשומה זו כדי לאפשר שליחה לכתובת דוא&quot;ל זו,
Delete {0} item permanently?,למחוק פריט {0} לצמיתות?,Title of confirmation dialog
Delete {0} items permanently?,למחוק {0} פריטים לצמיתות?,Title of confirmation dialog
Deleted,נמחק,
Deleted DocType,נמחק DocType,
Deleted Document,המסמך שנמחק,
Deleted Name,השם שנמחק,
Deleted all documents successfully,כל המסמכים נמחקו בהצלחה,
Deleting {0},מוחק את {0},
Deleting {0} records...,מוחק {0} רשומות...,
Deleting {0}...,מוחק את {0}...,
Delimiter must be a single character,המפריד חייב להיות תו בודד,
Delivery Status,סטטוס משלוח,
Deny,להכחיש,
Department,מחלקה,
Dependencies,תלות,
Depends On,תלוי ב,
Descendants Of,בן של,
Descendants Of (inclusive),כולל בנים של,
Description,תיאור,
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)","תיאור לדף הרישום, בטקסט רגיל, רק כמה שורות. (מקסימום 200 תווים)",
Description to inform the user about any action that is going to be performed,תיאור ליידע את המשתמש על כל פעולה שעומדת להתבצע,
Designation,ייעוד,
Desk,שולחן,
Desk Access,גישה לשולחן העבודה,
Desk Settings,הגדרות שולחן עבודה,
Desk Theme,ערכת נושא לשולחן העבודה,
Desk User,משתמש שולחני,
Desktop Icon,סמל שולחן עבודה,
Desktop Icon already exists,אייקון שולחן העבודה כבר קיים,
Details,פרטים,
Did not add,לא להוסיף,
Did not remove,לא הסרתי,
Diff,הבדל,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.","""הברית"" שונה מסמך זה יכול להתקיים ב. כמו ""פתח"", ""ממתין לאישור"" וכו '",
Digits,ספרות,
Directory Server,שרת ספריות,
Disable Auto Refresh,השבת רענון אוטומטי,
Disable Change Log Notification,השבת את הודעת יומן השינויים,
Disable Comment Count,השבת את ספירת התגובות,
Disable Comments,השבת תגובות,
Disable Count,השבת ספירה,
Disable Document Sharing,השבת את שיתוף המסמכים,
Disable Likes,השבת לייקים,
Disable Report,השבת דווח,
Disable SMTP server authentication,השבת אימות שרת SMTP,
Disable Sidebar Stats,השבת סטטיסטיקות בסרגל הצידי,
Disable Signup for your site,השבת הרשמה לאתר שלך,
Disable Standard Email Footer,להשבית תחתונה דוא&quot;ל רגיל,
Disable System Update Notification,השבת את הודעת עדכון המערכת,
Disable Username/Password Login,השבת את התחברות בשם משתמש/סיסמה,
Disable signups,השבת הרשמות,
Disabled,נכים,
Disabled Auto Reply,תשובה אוטומטית מושבתת,
Discard,ביטול,
Discard?,לבטל?,
Disclaimer: These indexes are suggested based on data and queries performed during this recording. These suggestions may or may not help.,כתב ויתור: אינדקסים אלו מוצעים על סמך נתונים ושאילתות שבוצעו במהלך ההקלטה. הצעות אלו עשויות לעזור או לא.,
Discussion Reply,תגובה לדיון,
Discussion Topic,נושא הדיון,
Dismiss,לשחרר,Stop showing the onboarding widget.
Display,תצוגה,
Display Depends On,התצוגה תלויה,
Display Depends On (JS),Display Depends On (JS),
Divider,מחלק,
Do not create new user if user with email does not exist in the system,אל תיצור משתמש חדש אם משתמש עם אימייל אינו קיים במערכת,
Do not edit headers which are preset in the template,אל תערוך כותרות שהוגדרו מראש בתבנית,
Do not have permission to access bucket {0}.,אין לך הרשאה לגשת לדלי {0}.,
Do you still want to proceed?,האם אתה עדיין רוצה להמשיך?,
Do you want to cancel all linked documents?,האם ברצונך לבטל את כל המסמכים המקושרים?,
Doc Event,אירוע דוק,
Doc Events,אירועי דוק,
Doc Status,סטטוס דוק,
DocField,DocField,
DocPerm,DocPerm,
DocShare,DocShare,
DocType,DocType,
DocType <b>{0}</b> provided for the field <b>{1}</b> must have atleast one Link field,DocType <b>{0}</b> המסופק לשדה <b>{1}</b> חייב לכלול לפחות שדה קישור אחד,
DocType Action,פעולה DocType,
DocType Event,אירוע DocType,
DocType Layout,פריסת DocType,
DocType Layout Field,שדה פריסת DocType,
DocType Link,קישור DocType,
DocType State,מדינת DocType,
DocType View,תצוגת DocType,
DocType can not be merged,לא ניתן למזג DOCTYPE,
DocType can only be renamed by Administrator,ניתן לשנות את שם DOCTYPE רק על ידי מנהל,
DocType is a Table / Form in the application.,DOCTYPE הוא טבלה / טופס ביישום.,
DocType must be Submittable for the selected Doc Event,DocType חייב להיות מוגש עבור אירוע Doc שנבחר,
DocType must be a string,DocType חייב להיות מחרוזת,
DocType must have atleast one field,ל-DocType חייב להיות שדה אחד לפחות,
DocType not supported by Log Settings.,DocType אינו נתמך על ידי הגדרות יומן.,
DocType on which this Workflow is applicable.,DOCTYPE שבו זרימת עבודה זו היא ישימה.,
DocType required,נדרש DocType,
DocType {0} does not exist.,DocType {0} אינו קיים.,
DocType {} not found,DocType {} לא נמצא,
DocType's name should not start or end with whitespace,השם של DocType לא אמור להתחיל או להסתיים במרחב לבן,
"DocTypes can not be modified, please use {0} instead","לא ניתן לשנות את DocTypes, השתמש ב-{0} במקום זאת",
Doctype,DOCTYPE,
Doctype name is limited to {0} characters ({1}),שם Doctype מוגבל ל-{0} תווים ({1}),
Doctype required,נדרש מסמך מסמך,
Doctype with same route already exist. Please choose different title.,Doctype עם אותו מסלול כבר קיים. אנא בחר כותרת אחרת.,
Document,מסמך,
Document Actions,פעולות מסמכים,
Document Follow,עקוב אחר המסמך,
Document Follow Notification,הודעת מעקב אחר מסמך,
Document Link,קישור למסמך,
Document Linking,קישור מסמכים,
Document Links,קישורי מסמך,
Document Links Row #{0}: Could not find field {1} in {2} DocType,שורת קישורי מסמכים מס&#39;{0}: לא ניתן היה למצוא את השדה {1} ב-{2} DocType,
Document Links Row #{0}: Invalid doctype or fieldname.,שורת קישורי מסמכים #{0}: סוג מסמך או שדה לא חוקיים.,
Document Links Row #{0}: Parent DocType is mandatory for internal links,שורת קישורי מסמכים #{0}: DocType אב הוא חובה עבור קישורים פנימיים,
Document Links Row #{0}: Table Fieldname is mandatory for internal links,שורת קישורי מסמכים #{0}: שם שדה טבלה הוא חובה עבור קישורים פנימיים,
Document Name,שם מסמך,
Document Name must be a string,שם המסמך חייב להיות מחרוזת,
Document Naming Rule,כלל שמות מסמכים,
Document Naming Rule Condition,תנאי הכלל למתן שמות מסמכים,
Document Naming Settings,הגדרות מתן שמות למסמכים,
Document Queued,מסמך בתור,
Document Restoration Summary,סיכום שחזור מסמכים,
Document Restored,המסמך שוחזר,
Document Saved,המסמך נשמר,
Document Share,שיתוף מסמכים,
Document Share Key,מפתח שיתוף מסמכים,
Document Share Key Expiry (in Days),תפוגה של מפתח שיתוף מסמכים (בימים),
Document Share Report,מסמך שתף דווח,
Document States,מסמך הברית,
Document Status,סטטוס מסמך,
Document Tag,תג מסמך,
Document Title,כותרת המסמך,
Document Type,סוג המסמך,
Document Type and Function are required to create a number card,נדרשים סוג ותפקוד מסמך כדי ליצור כרטיס מספר,
Document Type is not importable,לא ניתן לייבא את סוג המסמך,
Document Type is not submittable,לא ניתן לשלוח את סוג המסמך,
Document Type to Track,סוג מסמך למעקב,
Document Type {0} has been repeated.,סוג המסמך {0} חזר על עצמו.,
Document Types,סוגי מסמכים,
Document Types (Select Permissions Only),סוגי מסמכים (בחר הרשאות בלבד),
Document Types and Permissions,סוגי מסמכים והרשאות,
Document Unlocked,מסמך לא נעול,
Document has been cancelled,המסמך בוטל,
Document has been submitted,המסמך הוגש,
Document is in draft state,המסמך נמצא במצב טיוטה,
Document is only editable by users with role,ניתן לערוך את המסמך רק על ידי משתמשים בעלי תפקיד,
Document not Relinked,המסמך לא מקושר מחדש,
Document renamed from {0} to {1},שם המסמך שונה מ- {0} ל- {1},
Document renaming from {0} to {1} has been queued,מסמך המשנה מ-{0} ל-{1} הוצב בתור,
Document type is required to create a dashboard chart,סוג מסמך נדרש כדי ליצור תרשים לוח מחוונים,
Document {0} Already Restored,המסמך {0} כבר שוחזר,
Document {0} has been set to state {1} by {2},המסמך {0} הוגדר למצב {1} על ידי {2},
Document {0} {1} does not exist,המסמך {0} {1} אינו קיים,
Documentation,תיעוד,
Documentation Link,קישור תיעוד,
Documentation URL,כתובת אתר לתיעוד,
Documents,מסמכים,
Documents restored successfully,המסמכים שוחזרו בהצלחה,
Documents that failed to restore,מסמכים שלא הצליחו לשחזר,
Documents that were already restored,מסמכים שכבר שוחזרו,
Domain,תחום,
Domain Name,שם דומיין,
Domain Settings,הגדרות דומיין,
Domains,תחומים,
Domains HTML,דומיינים HTML,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","האם לא תגי HTML קידוד HTML כמו &lt;script&gt; או סתם דמויות כמו &lt;או&gt;, כפי שיכלו לשמש במתכוון בתחום זה",
Don't Import,אל תייבא,
Don't Override Status,אל תבטל סטטוס,
Don't Send Emails,אל תשלח מיילים,
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","אל תקודד תגי HTML כמו &lt;script&gt; או רק תווים כמו &lt; או &gt;, מכיוון שניתן להשתמש בהם בכוונה בשדה זה",
Don't have an account?,אין לך חשבון?,
Done,נעשה,
Donut,סופגניה,
Double click to edit label,לחץ פעמיים כדי לערוך תווית,
Download,הורד,
Download Backups,גיבויים להורדה,
Download Data,הורד נתונים,
Download Files Backup,הורד גיבוי קבצים,
Download Link,קישור להורדה,
Download PDF,הורד PDF,
Download Report,הורד דוח,
Download Template,תבנית להורדה,
Download Your Data,הורד את הנתונים שלך,
Download vCard,הורד את vCard,
Download vCards,הורד כרטיסי vCard,
Dr,דר,r
Draft,טיוטה,
Drag,לגרור,
Drag & Drop a section here from another tab,גרור ושחרר קטע כאן מכרטיסייה אחרת,
Drag and drop files here or upload from,גרור ושחרר קבצים לכאן או העלה מ,
Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.,גרור עמודות כדי לקבוע סדר. רוחב העמודה נקבע באחוזים. הרוחב הכולל לא צריך להיות יותר מ-100. עמודות המסומנות באדום יוסרו.,
Drag elements from the sidebar to add. Drag them back to trash.,אלמנטי גרור מהסרגל הצדדי כדי להוסיף. גרור אותם בחזרה לאשפה.,
Drag to add state,גרור כדי להוסיף מצב,
Drop files here,זרוק קבצים כאן,
Dropbox Access Token,אסימון גישה של Dropbox,
Dropbox Refresh Token,Dropbox Refresh Token,
Dropbox Settings,הגדרות דרופבוקס,
Dropbox Setup,הגדרת Dropbox,
Dropdowns,נפילות,
Due Date,תאריך יעד,
Due Date Based On,תאריך יעד מבוסס על,
Duplicate,לשכפל,
Duplicate Entry,ערך כפול,
Duplicate Filter Name,שם מסנן כפול,
Duplicate Name,שם כפול,
Duplicate Workspace,שכפול סביבת עבודה,
Duplicate current row,שכפל שורה נוכחית,
Duplicate field,שכפול שדה,
Duplicate of {0} named as {1} is created successfully,עותק של {0} בשם {1} נוצר בהצלחה,
Duration,משך,
Dynamic Filters,מסננים דינמיים,
Dynamic Filters JSON,מסננים דינמיים JSON,
Dynamic Filters Section,מדור מסננים דינמיים,
Dynamic Link,קישור דינמי,
Dynamic Report Filters,מסנני דוחות דינמיים,
Dynamic Route,מסלול דינמי,
Dynamic Template,תבנית דינמית,
ESC,יציאה,
Edit,לערוך,
Edit Auto Email Report Settings,ערוך את הגדרות דוח האימייל האוטומטי,
Edit Chart,ערוך תרשים,
Edit Custom HTML,עריכה המותאמת אישית HTML,
Edit DocType,ערוך DOCTYPE,
Edit Existing,ערוך קיים,
Edit Filter,סינון עריכה,
Edit Filters,ערוך מסננים,
Edit Footer,ערוך כותרת תחתונה,
Edit Format,פורמט עריכה,
Edit Full Form,ערוך טופס מלא,
Edit HTML,עריכת HTML,
Edit Header,ערוך כותרת,
Edit Heading,כותרת עריכה,
Edit Letter Head,ערוך ראש מכתבים,
Edit Letter Head Footer,ערוך כותרת תחתונה של אותיות,
Edit Print Format,ערוך פורמט הדפסה,
Edit Profile,ערוך פרופיל,
Edit Properties,ערוך מאפיינים,
Edit Shortcut,ערוך קיצור דרך,
Edit Values,ערוך ערכים,
Edit Workspace,ערוך סביבת עבודה,
Edit mode,מצב עריכה,
Edit to add content,ערוך להוסיף תוכן,
Edit your response,ערוך את התגובה שלך,Button in web form
Edit your workflow visually using the Workflow Builder.,ערוך את זרימת העבודה שלך באופן חזותי באמצעות בונה זרימת העבודה.,
Edit {0},ערוך את {0},
Editable Grid,רשת לעריכה,
Editing Row,עריכת שורה,
Editing {0},עריכה של {0},
Eg. smsgateway.com/api/send_sms.cgi,לדוגמא. smsgateway.com/api/send_sms.cgi,
Either key or IP flag is required.,נדרש מפתח או דגל IP.,
Element Selector,בורר אלמנטים,
Email,"דוא""ל",
Email Account,"חשבון דוא""ל",
Email Account Disabled.,חשבון דוא&quot;ל מושבת.,
Email Account Name,"שם חשבון דוא""ל",
Email Account added multiple times,חשבון דוא&quot;ל נוסף מספר פעמים,
Email Account not setup. Please create a new Email Account from Settings > Email Account,חשבון דואר אלקטרוני לא מוגדר. אנא צור חשבון דוא&quot;ל חדש מהגדרות &gt; חשבון דוא&quot;ל,
Email Address,כתובת דוא&quot;ל,
Email Address whose Google Contacts are to be synced.,כתובת דוא&quot;ל שאנשי הקשר של Google יש לסנכרן אותה.,
Email Addresses,כתובות דוא&quot;ל,
Email Domain,דומיין דוא&quot;ל,
Email Flag Queue,תור דגל אימייל,
Email Footer Address,כתובת דוא&quot;ל תחתונה,
Email Group,קבוצת דוא&quot;ל,
Email Group Member,אימייל קבוצת המשתמש,
Email ID,מזהה אימייל,
Email IDs,דוא&quot;ל המזהים,
Email Id,מזהה דוא&quot;ל,
Email Inbox,תיבת דואר נכנס,
Email Queue,תור דוא&quot;ל,
Email Queue Recipient,נמען תור דוא&quot;ל,
Email Queue flushing aborted due to too many failures.,שטיפת תור הדוא&quot;ל הופסקה עקב יותר מדי כשלים.,
Email Queue records.,רשום תור דוא&quot;ל.,
Email Reply Help,דוא&quot;ל תשובת עזרה,
Email Retry Limit,מגבלת ניסיון חוזר באימייל,
Email Rule,כלל אימייל,
Email Sent,"דוא""ל שנשלח",
Email Sent At,אימייל נשלח ב,
Email Settings,הגדרות דואר אלקטרוני,
Email Signature,"חתימת דוא""ל",
Email Status,סטטוס דוא&quot;ל,
Email Sync Option,אפשרות סינכרון דוא&quot;ל,
Email Template,תבנית דוא&quot;ל,
Email Threads on Assigned Document,שרשורי דואר אלקטרוני במסמך שהוקצה,
Email To,דוא&quot;ל ל,
Email Unsubscribe,דוא&quot;ל ביטול מנוי,
Email has been marked as spam,דוא&quot;ל סומן כספאם,
Email has been moved to trash,דוא&quot;ל הועבר לאשפה,
Email not sent to {0} (unsubscribed / disabled),דוא&quot;ל לא נשלח {0} (לא רשום / נכים),
Email not verified with {0},אימייל לא אומת באמצעות {0},
Email queue is currently suspended. Resume to automatically send emails.,תור הדוא&quot;ל מושעה כעת. המשך כדי לשלוח מיילים אוטומטית.,
Emails,אימיילים,
Emails are muted,מיילים מושתקים,
Emails will be sent with next possible workflow actions,דוא&quot;ל יישלח עם פעולות זרימת העבודה האפשריות הבאות,
Embed code copied,קוד הטבעה הועתק,
Empty column,עמודה ריקה,
Enable,אפשר,
Enable Allow Auto Repeat for the doctype {0} in Customize Form,הפעל אפשר חזור אוטומטי עבור סוג המסמך {0} בטופס התאמה אישית,
Enable Auto Reply,אפשר מענה אוטומטי,
Enable Automatic Backup,אפשר גיבוי אוטומטי,
Enable Automatic Linking in Documents,אפשר קישור אוטומטי במסמכים,
Enable Comments,אפשר תגובות,
Enable Email Notification,הפעל הודעת אימייל,
Enable Email Notifications,אפשר התראות דוא&quot;ל,
Enable Google API in Google Settings.,הפעל את Google API בהגדרות Google.,
Enable Google indexing,הפעל אינדקס של Google,
Enable Incoming,אפשר נכנסת,
Enable Onboarding,הפעל עלייה למטוס,
Enable Outgoing,אפשר יוצא,
Enable Password Policy,הפעל מדיניות סיסמאות,
Enable Prepared Report,הפעל דוח מוכן,
Enable Print Server,אפשר שרת הדפסה,
Enable Push Notification Relay,אפשר ממסר הודעות דחיפה,
Enable Rate Limit,הפעל מגבלת שיעור,
Enable Raw Printing,אפשר הדפסה גולמית,
Enable Report,אפשר דווח,
Enable Scheduled Jobs,אפשר משימות מתוכננות,
Enable Scheduler,הפעל את מתזמן,
Enable Security,אפשר אבטחה,
Enable Social Login,אפשר כניסה חברתית,
Enable Social Sharing,אפשר שיתוף חברתי,
Enable Tracking Page Views,אפשר צפיות בדף מעקב,
Enable Two Factor Auth,הפעל אימות של שני גורמים,
Enable developer mode to create a standard Print Template,אפשר מצב מפתח כדי ליצור תבנית הדפסה סטנדרטית,
Enable developer mode to create a standard Web Template,אפשר מצב מפתח כדי ליצור תבנית אינטרנט רגילה,
Enable email notification for any comment or likes received on your Blog Post.,אפשר התראה באימייל עבור כל תגובה או לייקים שהתקבלו בפוסט הבלוג שלך.,
"Enable if on click
opens modal.","אפשר אם בלחיצה
פותח מודאלי.",
Enable in-app website tracking,אפשר מעקב אחר אתרים בתוך האפליקציה,
Enabled,מופעל,
Enabled Scheduler,מתזמן מופעל,
Enabled email inbox for user {0},תיבת דואר אלקטרוני מופעלת עבור המשתמש {0},
Enabled scheduled execution for script {0},הופעלה ביצוע מתוזמן לסקריפט {0},
Enables Calendar and Gantt views.,מאפשר תצוגות יומן וגאנט.,
